season,league,team,player,player_id,fantasy_position,mins,matches,raw_score,bonus_score,full_score,goals,assists,clean_sheets,yellows,reds,own_goals,key_passes,xG_buildup,team_final_scored,team_final_conceded,raw_bonus,avg_bonus_rank,raw_score_p_90,bonus_score_p_90,full_score_p_90,goals_p_90,assists_p_90,clean_sheets_p_90,yellows_p_90,reds_p_90,own_goals_p_90,key_passes_p_90,xG_buildup_p_90,team_final_scored_p_90,team_final_conceded_p_90,raw_bonus_p_90,raw_score_p_match,bonus_score_p_match,full_score_p_match,goals_p_match,assists_p_match,clean_sheets_p_match,yellows_p_match,reds_p_match,own_goals_p_match,key_passes_p_match,xG_buildup_p_match,team_final_scored_p_match,team_final_conceded_p_match,raw_bonus_p_match
2018-19,Ligue 1,Marseille,Luiz Gustavo,387,MID,2426,30,64,5,69,2,0,6,8,0,0,8,7.241,50,45,256,14.283,2.374,0.185,2.56,0.074,0,0.223,0.297,0,0,0.297,0.269,1.855,1.669,9.497,2.133,0.167,2.3,0.067,0,0.2,0.267,0,0,0.267,0.241,1.667,1.5,8.533
2018-19,Ligue 1,Marseille,Mario Balotelli,1817,FWD,950,15,50,14,64,8,0,3,5,1,0,8,1.499,18,20,214,10.467,4.737,1.326,6.063,0.758,0,0.284,0.474,0.095,0,0.758,0.142,1.705,1.895,20.274,3.333,0.933,4.267,0.533,0,0.2,0.333,0.067,0,0.533,0.1,1.2,1.333,14.267
2018-19,Ligue 1,Marseille,Maxime López,3772,MID,2192,32,76,5,81,1,3,10,4,0,0,47,6.157,52,35,306,11.797,3.12,0.205,3.326,0.041,0.123,0.411,0.164,0,0,1.93,0.253,2.135,1.437,12.564,2.375,0.156,2.531,0.031,0.094,0.312,0.125,0,0,1.469,0.192,1.625,1.094,9.562
2018-19,Ligue 1,Marseille,Morgan Sanson,3696,MID,2408,33,91,5,96,5,3,7,9,0,0,23,6.943,56,43,349,12.288,3.401,0.187,3.588,0.187,0.112,0.262,0.336,0,0,0.86,0.259,2.093,1.607,13.044,2.758,0.152,2.909,0.152,0.091,0.212,0.273,0,0,0.697,0.21,1.697,1.303,10.576
2018-19,Ligue 1,Marseille,Nemanja Radonjić,7160,MID,665,17,22,0,22,0,0,1,2,0,0,4,0.616,20,23,73,19.618,2.977,0,2.977,0,0,0.135,0.271,0,0,0.541,0.083,2.707,3.113,9.88,1.294,0,1.294,0,0,0.059,0.118,0,0,0.235,0.036,1.176,1.353,4.294
2018-19,Ligue 1,Marseille,Rolando,3397,DEF,805,10,21,1,22,0,0,2,2,0,0,1,2.011,13,13,85,14.6,2.348,0.112,2.46,0,0,0.224,0.224,0,0,0.112,0.225,1.453,1.453,9.503,2.1,0.1,2.2,0,0,0.2,0.2,0,0,0.1,0.201,1.3,1.3,8.5
2018-19,Ligue 1,Marseille,Steve Mandanda,1670,GK,2739,31,80,9,89,0,0,9,1,1,0,0,2.277,42,42,288,14.935,2.629,0.296,2.924,0,0,0.296,0.033,0.033,0,0,0.075,1.38,1.38,9.463,2.581,0.29,2.871,0,0,0.29,0.032,0.032,0,0,0.073,1.355,1.355,9.29
2018-19,Ligue 1,Marseille,Valère Germain,3309,FWD,2162,36,96,16,112,8,2,9,1,0,0,19,3.866,58,49,378,13,3.996,0.666,4.662,0.333,0.083,0.375,0.042,0,0,0.791,0.161,2.414,2.04,15.735,2.667,0.444,3.111,0.222,0.056,0.25,0.028,0,0,0.528,0.107,1.611,1.361,10.5
2018-19,Ligue 1,Marseille,Yohann Pelé,3395,GK,678,9,21,2,23,0,0,3,0,0,0,0,0.327,20,16,75,17.222,2.788,0.265,3.053,0,0,0.398,0,0,0,0,0.043,2.655,2.124,9.956,2.333,0.222,2.556,0,0,0.333,0,0,0,0,0.036,2.222,1.778,8.333
2018-19,Ligue 1,Monaco,Adama M. Traoré,3695,MID,238,6,12,0,12,0,1,0,0,0,0,6,0.868,5,10,51,13.667,4.538,0,4.538,0,0.378,0,0,0,0,2.269,0.328,1.891,3.782,19.286,2,0,2,0,0.167,0,0,0,0,1,0.145,0.833,1.667,8.5
2018-19,Ligue 1,Monaco,Adrien Silva,6464,MID,1183,15,27,0,27,0,0,5,6,0,0,6,2.877,19,18,100,14.833,2.054,0,2.054,0,0,0.38,0.456,0,0,0.456,0.219,1.445,1.369,7.608,1.8,0,1.8,0,0,0.333,0.4,0,0,0.4,0.192,1.267,1.2,6.667
2018-19,Ligue 1,Monaco,Aleksandr Golovin,2897,MID,2318,30,76,6,82,3,3,6,7,1,0,26,4.637,29,44,285,12.95,2.951,0.233,3.184,0.116,0.116,0.233,0.272,0.039,0,1.009,0.18,1.126,1.708,11.066,2.533,0.2,2.733,0.1,0.1,0.2,0.233,0.033,0,0.867,0.155,0.967,1.467,9.5
2018-19,Ligue 1,Monaco,Almamy Touré,3431,DEF,348,4,10,0,10,0,0,1,0,0,0,2,0.809,2,5,40,13.625,2.586,0,2.586,0,0,0.259,0,0,0,0.517,0.209,0.517,1.293,10.345,2.5,0,2.5,0,0,0.25,0,0,0,0.5,0.202,0.5,1.25,10
2018-19,Ligue 1,Monaco,Andrea Raggi,3417,DEF,495,6,7,0,7,0,0,1,1,1,0,3,0.741,5,10,31,17.167,1.273,0,1.273,0,0,0.182,0.182,0.182,0,0.545,0.135,0.909,1.818,5.636,1.167,0,1.167,0,0,0.167,0.167,0.167,0,0.5,0.124,0.833,1.667,5.167
2018-19,Ligue 1,Monaco,Antonio Barreca,1181,DEF,597,7,17,0,17,0,1,1,0,0,0,5,1.124,9,11,70,13.929,2.563,0,2.563,0,0.151,0.151,0,0,0,0.754,0.169,1.357,1.658,10.553,2.429,0,2.429,0,0.143,0.143,0,0,0,0.714,0.161,1.286,1.571,10
2018-19,Ligue 1,Monaco,Benjamin Henrichs,435,DEF,1834,22,48,5,53,1,2,3,3,0,0,22,3.268,17,40,200,13.159,2.356,0.245,2.601,0.049,0.098,0.147,0.147,0,0,1.08,0.16,0.834,1.963,9.815,2.182,0.227,2.409,0.045,0.091,0.136,0.136,0,0,1,0.149,0.773,1.818,9.091
2018-19,Ligue 1,Monaco,Benoit Badiashile Mukinayi,7240,DEF,1763,20,42,4,46,1,0,4,4,0,1,2,2.579,20,34,147,16.375,2.144,0.204,2.348,0.051,0,0.204,0.204,0,0.051,0.102,0.132,1.021,1.736,7.504,2.1,0.2,2.3,0.05,0,0.2,0.2,0,0.05,0.1,0.129,1,1.7,7.35
2018-19,Ligue 1,Monaco,Carlos Vinicius,7395,FWD,493,16,27,3,30,2,1,2,3,0,0,7,0.291,19,19,102,18.75,4.929,0.548,5.477,0.365,0.183,0.365,0.548,0,0,1.278,0.053,3.469,3.469,18.621,1.688,0.188,1.875,0.125,0.062,0.125,0.188,0,0,0.438,0.018,1.188,1.188,6.375
2018-19,Ligue 1,Monaco,Cesc Fàbregas,686,MID,965,13,29,3,32,1,0,2,2,0,0,19,3.126,15,17,132,10.846,2.705,0.28,2.984,0.093,0,0.187,0.187,0,0,1.772,0.292,1.399,1.585,12.311,2.231,0.231,2.462,0.077,0,0.154,0.154,0,0,1.462,0.24,1.154,1.308,10.154
2018-19,Ligue 1,Monaco,Danijel Subašić,3416,GK,1142,14,35,4,39,0,0,4,1,0,0,0,0.461,16,18,122,15.429,2.758,0.315,3.074,0,0,0.315,0.079,0,0,0,0.036,1.261,1.419,9.615,2.5,0.286,2.786,0,0,0.286,0.071,0,0,0,0.033,1.143,1.286,8.714
2018-19,Ligue 1,Monaco,Diego Benaglio,145,GK,2058,23,47,6,53,0,0,4,2,0,0,0,1.166,20,38,164,16.761,2.055,0.262,2.318,0,0,0.175,0.087,0,0,0,0.051,0.875,1.662,7.172,2.043,0.261,2.304,0,0,0.174,0.087,0,0,0,0.051,0.87,1.652,7.13
2018-19,Ligue 1,Monaco,Djibril Sidibe,3357,DEF,2064,26,54,2,56,0,2,5,5,0,0,31,4.14,26,41,240,13.635,2.355,0.087,2.442,0,0.087,0.218,0.218,0,0,1.352,0.181,1.134,1.788,10.465,2.077,0.077,2.154,0,0.077,0.192,0.192,0,0,1.192,0.159,1,1.577,9.231
2018-19,Ligue 1,Monaco,Fode Touré,5803,DEF,1595,18,50,7,57,0,3,5,4,0,1,19,4.494,21,26,224,9.917,2.821,0.395,3.216,0,0.169,0.282,0.226,0,0.056,1.072,0.254,1.185,1.467,12.639,2.778,0.389,3.167,0,0.167,0.278,0.222,0,0.056,1.056,0.25,1.167,1.444,12.444
2018-19,Ligue 1,Monaco,Gelson Martins,7012,MID,1398,16,62,10,72,4,2,5,1,0,0,16,1.996,19,19,211,10,3.991,0.644,4.635,0.258,0.129,0.322,0.064,0,0,1.03,0.128,1.223,1.223,13.584,3.875,0.625,4.5,0.25,0.125,0.312,0.062,0,0,1,0.125,1.188,1.188,13.188
2018-19,Ligue 1,Monaco,Giulian Biancone,7282,DEF,90,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,23,1,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,2,3
2018-19,Ligue 1,Monaco,Jean Eudes Aholou,4811,MID,1078,17,30,0,30,0,1,2,2,0,0,8,1.448,18,22,108,16.471,2.505,0,2.505,0,0.083,0.167,0.167,0,0,0.668,0.121,1.503,1.837,9.017,1.765,0,1.765,0,0.059,0.118,0.118,0,0,0.471,0.085,1.059,1.294,6.353
2018-19,Ligue 1,Monaco,Jemerson,3581,DEF,2229,25,50,2,52,0,1,5,8,1,0,5,3.024,27,37,189,15.72,2.019,0.081,2.1,0,0.04,0.202,0.323,0.04,0,0.202,0.122,1.09,1.494,7.631,2,0.08,2.08,0,0.04,0.2,0.32,0.04,0,0.2,0.121,1.08,1.48,7.56
2018-19,Ligue 1,Monaco,Jordi Mboula,6396,MID,279,7,8,0,8,0,0,0,1,0,0,1,0.368,7,12,29,20.071,2.581,0,2.581,0,0,0,0.323,0,0,0.323,0.119,2.258,3.871,9.355,1.143,0,1.143,0,0,0,0.143,0,0,0.143,0.053,1,1.714,4.143
2018-19,Ligue 1,Monaco,Julien Serrano,6535,DEF,117,3,3,0,3,0,0,0,1,0,0,1,0,5,3,10,23.333,2.308,0,2.308,0,0,0,0.769,0,0,0.769,0,3.846,2.308,7.692,1,0,1,0,0,0,0.333,0,0,0.333,0,1.667,1,3.333
2018-19,Ligue 1,Monaco,Kamil Glik,1800,DEF,2970,33,74,4,78,1,0,7,10,0,0,2,4.717,33,48,265,15.606,2.242,0.121,2.364,0.03,0,0.212,0.303,0,0,0.061,0.143,1,1.455,8.03,2.242,0.121,2.364,0.03,0,0.212,0.303,0,0,0.061,0.143,1,1.455,8.03
2018-19,Ligue 1,Monaco,Kevin N'Doram,3657,DEF,192,4,2,0,2,0,0,0,2,0,0,0,0.684,4,6,13,24,0.938,0,0.938,0,0,0,0.938,0,0,0,0.321,1.875,2.812,6.094,0.5,0,0.5,0,0,0,0.5,0,0,0,0.171,1,1.5,3.25
2018-19,Ligue 1,Monaco,Moussa Sylla,6070,FWD,757,18,23,0,23,0,0,0,1,0,0,12,0.764,14,32,84,19.25,2.734,0,2.734,0,0,0,0.119,0,0,1.427,0.091,1.664,3.804,9.987,1.278,0,1.278,0,0,0,0.056,0,0,0.667,0.042,0.778,1.778,4.667
2018-19,Ligue 1,Monaco,Nacer Chadli,648,MID,690,16,23,0,23,0,0,2,1,0,0,8,0.996,11,23,81,17.938,3,0,3,0,0,0.261,0.13,0,0,1.043,0.13,1.435,3,10.565,1.438,0,1.438,0,0,0.125,0.062,0,0,0.5,0.062,0.688,1.438,5.062
2018-19,Ligue 1,Monaco,Naldo,147,DEF,308,7,-1,0,-1,0,0,0,0,2,0,1,0.146,8,14,-1,23,-0.292,0,-0.292,0,0,0,0,0.584,0,0.292,0.043,2.338,4.091,-0.292,-0.143,0,-0.143,0,0,0,0,0.286,0,0.143,0.021,1.143,2,-0.143
2018-19,Ligue 1,Monaco,Pelé,6847,MID,446,8,10,0,10,0,0,1,0,1,0,2,0.653,6,14,35,18.75,2.018,0,2.018,0,0,0.202,0,0.202,0,0.404,0.132,1.211,2.825,7.063,1.25,0,1.25,0,0,0.125,0,0.125,0,0.25,0.082,0.75,1.75,4.375
2018-19,Ligue 1,Monaco,Radamel Falcao,696,FWD,2570,33,116,24,140,15,2,6,10,0,0,18,3.707,32,52,476,11.333,4.062,0.84,4.903,0.525,0.07,0.21,0.35,0,0,0.63,0.13,1.121,1.821,16.669,3.515,0.727,4.242,0.455,0.061,0.182,0.303,0,0,0.545,0.112,0.97,1.576,14.424
2018-19,Ligue 1,Monaco,Romain Faivre,6420,MID,90,1,1,0,1,0,0,0,1,0,0,1,0.024,0,2,4,19.5,1,0,1,0,0,0,1,0,0,1,0.024,0,2,4,1,0,1,0,0,0,1,0,0,1,0.024,0,2,4
2018-19,Ligue 1,Monaco,Ronael Pierre Gabriel,3517,DEF,356,4,14,0,14,0,0,2,1,0,0,1,0.204,7,3,45,11.625,3.539,0,3.539,0,0,0.506,0.253,0,0,0.253,0.052,1.77,0.758,11.376,3.5,0,3.5,0,0,0.5,0.25,0,0,0.25,0.051,1.75,0.75,11.25
2018-19,Ligue 1,Monaco,Rony Lopes,3362,MID,1865,24,65,5,70,2,2,5,1,0,0,47,4.428,28,34,273,10.083,3.137,0.241,3.378,0.097,0.097,0.241,0.048,0,0,2.268,0.214,1.351,1.641,13.174,2.708,0.208,2.917,0.083,0.083,0.208,0.042,0,0,1.958,0.184,1.167,1.417,11.375
2018-19,Ligue 1,Monaco,Samuel Grandsir,3713,MID,462,12,15,0,15,0,1,0,1,1,0,7,1.495,10,18,66,18.375,2.922,0,2.922,0,0.195,0,0.195,0.195,0,1.364,0.291,1.948,3.506,12.857,1.25,0,1.25,0,0.083,0,0.083,0.083,0,0.583,0.125,0.833,1.5,5.5
2018-19,Ligue 1,Monaco,Seydou Sy,3719,GK,220,3,2,0,2,0,0,0,0,0,0,0,0.16,5,7,8,21.667,0.818,0,0.818,0,0,0,0,0,0,0,0.065,2.045,2.864,3.273,0.667,0,0.667,0,0,0,0,0,0,0,0.053,1.667,2.333,2.667
2018-19,Ligue 1,Monaco,Sofiane Diop,6846,MID,745,13,22,0,22,0,0,1,1,0,0,8,1.615,9,20,87,16.846,2.658,0,2.658,0,0,0.121,0.121,0,0,0.966,0.195,1.087,2.416,10.51,1.692,0,1.692,0,0,0.077,0.077,0,0,0.615,0.124,0.692,1.538,6.692
2018-19,Ligue 1,Monaco,Stevan Jovetić,1524,FWD,393,8,19,5,24,2,0,2,1,0,0,6,1.064,7,8,81,14.25,4.351,1.145,5.496,0.458,0,0.458,0.229,0,0,1.374,0.244,1.603,1.832,18.55,2.375,0.625,3,0.25,0,0.25,0.125,0,0,0.75,0.133,0.875,1,10.125
2018-19,Ligue 1,Monaco,William Vainqueur,1944,MID,79,3,3,0,3,0,0,0,0,0,0,0,0.098,1,3,10,23.333,3.418,0,3.418,0,0,0,0,0,0,0,0.112,1.139,3.418,11.392,1,0,1,0,0,0,0,0,0,0,0.033,0.333,1,3.333
2018-19,Ligue 1,Monaco,Youri Tielemans,5956,MID,1686,20,65,6,71,5,1,3,5,0,0,19,3.74,19,32,247,9.65,3.47,0.32,3.79,0.267,0.053,0.16,0.267,0,0,1.014,0.2,1.014,1.708,13.185,3.25,0.3,3.55,0.25,0.05,0.15,0.25,0,0,0.95,0.187,0.95,1.6,12.35
2018-19,Ligue 1,Monaco,Youssef Ait Bennasser,5633,MID,1076,13,31,3,34,0,2,2,2,0,0,12,2.477,13,20,123,12.115,2.593,0.251,2.844,0,0.167,0.167,0.167,0,0,1.004,0.207,1.087,1.673,10.288,2.385,0.231,2.615,0,0.154,0.154,0.154,0,0,0.923,0.191,1,1.538,9.462
2018-19,Ligue 1,Montpellier,Ambroise Oyongo,6734,MID,2145,26,60,3,63,2,0,7,5,0,1,23,2.103,39,28,206,12.5,2.517,0.126,2.643,0.084,0,0.294,0.21,0,0.042,0.965,0.088,1.636,1.175,8.643,2.308,0.115,2.423,0.077,0,0.269,0.192,0,0.038,0.885,0.081,1.5,1.077,7.923
2018-19,Ligue 1,Montpellier,Andy Delort,3530,FWD,3160,36,145,35,180,14,7,11,4,0,0,56,3.033,52,37,590,7.361,4.13,0.997,5.127,0.399,0.199,0.313,0.114,0,0,1.595,0.086,1.481,1.054,16.804,4.028,0.972,5,0.389,0.194,0.306,0.111,0,0,1.556,0.084,1.444,1.028,16.389
2018-19,Ligue 1,Montpellier,Benjamin Lecomte,3451,GK,3330,37,105,17,122,0,0,11,1,0,0,1,2.611,53,42,374,13.014,2.838,0.459,3.297,0,0,0.297,0.027,0,0,0.027,0.071,1.432,1.135,10.108,2.838,0.459,3.297,0,0,0.297,0.027,0,0,0.027,0.071,1.432,1.135,10.108
2018-19,Ligue 1,Montpellier,Damien Le Tallec,3118,MID,2833,36,89,8,97,3,0,10,3,0,0,22,4.741,49,37,307,13.306,2.827,0.254,3.082,0.095,0,0.318,0.095,0,0,0.699,0.151,1.557,1.175,9.753,2.472,0.222,2.694,0.083,0,0.278,0.083,0,0,0.611,0.132,1.361,1.028,8.528
2018-19,Ligue 1,Montpellier,Daniel Congré,3338,DEF,3294,37,115,2,117,2,2,11,5,1,0,9,4.357,52,41,396,12.041,3.142,0.055,3.197,0.055,0.055,0.301,0.137,0.027,0,0.246,0.119,1.421,1.12,10.82,3.108,0.054,3.162,0.054,0.054,0.297,0.135,0.027,0,0.243,0.118,1.405,1.108,10.703
2018-19,Ligue 1,Montpellier,Dimitry Bertaud,3591,GK,90,1,6,2,8,0,0,1,0,0,0,0,0.044,0,0,21,2,6,2,8,0,0,1,0,0,0,0,0.044,0,0,21,6,2,8,0,0,1,0,0,0,0,0.044,0,0,21
2018-19,Ligue 1,Montpellier,Ellyes Skhiri,3347,MID,3103,37,99,4,103,3,2,12,5,0,0,23,6.23,53,41,348,11.351,2.871,0.116,2.987,0.087,0.058,0.348,0.145,0,0,0.667,0.181,1.537,1.189,10.093,2.676,0.108,2.784,0.081,0.054,0.324,0.135,0,0,0.622,0.168,1.432,1.108,9.405
2018-19,Ligue 1,Montpellier,Florent Mollet,5677,MID,2593,32,106,12,118,6,4,10,5,1,0,68,5.918,46,36,421,9.141,3.679,0.417,4.096,0.208,0.139,0.347,0.174,0.035,0,2.36,0.205,1.597,1.25,14.612,3.312,0.375,3.688,0.188,0.125,0.312,0.156,0.031,0,2.125,0.185,1.438,1.125,13.156
2018-19,Ligue 1,Montpellier,Gaetan Laborde,3746,FWD,2935,36,122,25,147,11,4,12,1,1,0,38,2.604,51,39,484,9.833,3.741,0.767,4.508,0.337,0.123,0.368,0.031,0.031,0,1.165,0.08,1.564,1.196,14.842,3.389,0.694,4.083,0.306,0.111,0.333,0.028,0.028,0,1.056,0.072,1.417,1.083,13.444
2018-19,Ligue 1,Montpellier,Giovanni Sio,3228,FWD,67,1,2,0,2,0,0,0,0,0,0,2,0.117,1,2,9,8,2.687,0,2.687,0,0,0,0,0,0,2.687,0.157,1.343,2.687,12.09,2,0,2,0,0,0,0,0,0,2,0.117,1,2,9
2018-19,Ligue 1,Montpellier,Hilton,3337,DEF,3234,36,100,5,105,0,2,11,5,1,1,8,3.912,49,41,353,12.597,2.783,0.139,2.922,0,0.056,0.306,0.139,0.028,0.028,0.223,0.109,1.364,1.141,9.824,2.778,0.139,2.917,0,0.056,0.306,0.139,0.028,0.028,0.222,0.109,1.361,1.139,9.806
2018-19,Ligue 1,Montpellier,Junior Sambia,6239,MID,878,30,39,1,40,0,1,2,3,0,0,23,1.832,41,30,151,18.917,3.998,0.103,4.1,0,0.103,0.205,0.308,0,0,2.358,0.188,4.203,3.075,15.478,1.3,0.033,1.333,0,0.033,0.067,0.1,0,0,0.767,0.061,1.367,1,5.033
2018-19,Ligue 1,Montpellier,Keagan Dolly,5663,FWD,90,3,4,0,4,0,0,0,0,0,0,1,0.02,3,3,13,20.833,4,0,4,0,0,0,0,0,0,1,0.02,3,3,13,1.333,0,1.333,0,0,0,0,0,0,0.333,0.007,1,1,4.333
2018-19,Ligue 1,Montpellier,Mathías Suárez,7369,MID,563,10,14,0,14,0,0,1,2,0,0,4,2.494,18,14,67,15.2,2.238,0,2.238,0,0,0.16,0.32,0,0,0.639,0.399,2.877,2.238,10.71,1.4,0,1.4,0,0,0.1,0.2,0,0,0.4,0.249,1.8,1.4,6.7
2018-19,Ligue 1,Montpellier,Mihailo Ristić,5947,MID,315,10,18,1,19,1,0,1,0,0,0,2,0.605,11,9,59,19,5.143,0.286,5.429,0.286,0,0.286,0,0,0,0.571,0.173,3.143,2.571,16.857,1.8,0.1,1.9,0.1,0,0.1,0,0,0,0.2,0.06,1.1,0.9,5.9
2018-19,Ligue 1,Montpellier,Morgan Poaty,5791,DEF,90,1,1,0,1,0,0,0,0,0,0,1,0,1,2,4,19.5,1,0,1,0,0,0,0,0,0,1,0,1,2,4,1,0,1,0,0,0,0,0,0,1,0,1,2,4
2018-19,Ligue 1,Montpellier,Nicolas Cozza,6007,DEF,997,12,28,1,29,0,1,2,0,0,0,3,2.009,19,21,108,14.417,2.528,0.09,2.618,0,0.09,0.181,0,0,0,0.271,0.181,1.715,1.896,9.749,2.333,0.083,2.417,0,0.083,0.167,0,0,0,0.25,0.167,1.583,1.75,9
2018-19,Ligue 1,Montpellier,Paul Lasne,3741,MID,1758,35,64,5,69,2,0,6,5,0,0,23,3.278,50,39,231,16.743,3.276,0.256,3.532,0.102,0,0.307,0.256,0,0,1.177,0.168,2.56,1.997,11.826,1.829,0.143,1.971,0.057,0,0.171,0.143,0,0,0.657,0.094,1.429,1.114,6.6
2018-19,Ligue 1,Montpellier,Pedro Mendes,3221,DEF,2667,31,95,2,97,1,0,11,7,0,0,9,3.918,42,30,327,11.306,3.206,0.067,3.273,0.034,0,0.371,0.236,0,0,0.304,0.132,1.417,1.012,11.035,3.065,0.065,3.129,0.032,0,0.355,0.226,0,0,0.29,0.126,1.355,0.968,10.548
2018-19,Ligue 1,Montpellier,Petar Skuletić,2713,FWD,549,28,39,0,39,1,1,1,0,0,0,6,0.37,34,31,130,21.643,6.393,0,6.393,0.164,0.164,0.164,0,0,0,0.984,0.061,5.574,5.082,21.311,1.393,0,1.393,0.036,0.036,0.036,0,0,0,0.214,0.013,1.214,1.107,4.643
2018-19,Ligue 1,Montpellier,Ruben Aguilar,6006,MID,2532,29,76,7,83,1,4,10,8,0,0,45,5.516,41,33,299,11.086,2.701,0.249,2.95,0.036,0.142,0.355,0.284,0,0,1.6,0.196,1.457,1.173,10.628,2.621,0.241,2.862,0.034,0.138,0.345,0.276,0,0,1.552,0.19,1.414,1.138,10.31
2018-19,Ligue 1,Nantes,Abdoulaye Dabo,6844,FWD,121,2,3,0,3,0,0,0,0,0,0,3,0.625,2,4,16,15.75,2.231,0,2.231,0,0,0,0,0,0,2.231,0.465,1.488,2.975,11.901,1.5,0,1.5,0,0,0,0,0,0,1.5,0.312,1,2,8
2018-19,Ligue 1,Nantes,Abdoulaye Touré,3674,MID,2747,34,80,6,86,3,1,5,4,1,0,24,5.779,45,43,309,13.206,2.621,0.197,2.818,0.098,0.033,0.164,0.131,0.033,0,0.786,0.189,1.474,1.409,10.124,2.353,0.176,2.529,0.088,0.029,0.147,0.118,0.029,0,0.706,0.17,1.324,1.265,9.088
2018-19,Ligue 1,Nantes,Alexandre Olliero,3792,GK,90,1,2,0,2,0,0,0,0,0,0,0,0.015,0,1,6,19,2,0,2,0,0,0,0,0,0,0,0.015,0,1,6,2,0,2,0,0,0,0,0,0,0,0.015,0,1,6
2018-19,Ligue 1,Nantes,Andrei Girotto,6112,MID,1480,20,37,3,40,2,0,4,4,3,0,6,2.425,29,18,130,15.45,2.25,0.182,2.432,0.122,0,0.243,0.243,0.182,0,0.365,0.147,1.764,1.095,7.905,1.85,0.15,2,0.1,0,0.2,0.2,0.15,0,0.3,0.121,1.45,0.9,6.5
2018-19,Ligue 1,Nantes,Anthony Limbombe,7118,FWD,1220,29,47,3,50,1,1,4,2,0,0,30,3.076,44,36,195,16.81,3.467,0.221,3.689,0.074,0.074,0.295,0.148,0,0,2.213,0.227,3.246,2.656,14.385,1.621,0.103,1.724,0.034,0.034,0.138,0.069,0,0,1.034,0.106,1.517,1.241,6.724
2018-19,Ligue 1,Nantes,Anthony Walongwa,3710,DEF,90,1,2,0,2,0,0,0,0,0,0,0,0.079,0,1,7,16,2,0,2,0,0,0,0,0,0,0,0.079,0,1,7,2,0,2,0,0,0,0,0,0,0,0.079,0,1,7
2018-19,Ligue 1,Nantes,Boschilia,3747,FWD,1323,29,68,7,75,4,4,2,1,0,0,26,2.865,37,38,270,16.069,4.626,0.476,5.102,0.272,0.272,0.136,0.068,0,0,1.769,0.195,2.517,2.585,18.367,2.345,0.241,2.586,0.138,0.138,0.069,0.034,0,0,0.897,0.099,1.276,1.31,9.31
2018-19,Ligue 1,Nantes,Charles Traore,3655,DEF,1166,13,34,2,36,0,0,3,3,0,0,6,1.053,12,11,118,13.385,2.624,0.154,2.779,0,0,0.232,0.232,0,0,0.463,0.081,0.926,0.849,9.108,2.615,0.154,2.769,0,0,0.231,0.231,0,0,0.462,0.081,0.923,0.846,9.077
2018-19,Ligue 1,Nantes,Ciprian Tatarusanu,1416,GK,2392,27,72,8,80,0,0,7,0,0,0,0,1.411,29,33,250,14.852,2.709,0.301,3.01,0,0,0.263,0,0,0,0,0.053,1.091,1.242,9.406,2.667,0.296,2.963,0,0,0.259,0,0,0,0,0.052,1.074,1.222,9.259
2018-19,Ligue 1,Nantes,Diego Carlos,5712,DEF,3149,35,94,3,97,2,0,8,8,0,0,9,6.077,46,44,342,14.271,2.687,0.086,2.772,0.057,0,0.229,0.229,0,0,0.257,0.174,1.315,1.258,9.775,2.686,0.086,2.771,0.057,0,0.229,0.229,0,0,0.257,0.174,1.314,1.257,9.771
2018-19,Ligue 1,Nantes,Edgar Ié,6010,DEF,778,9,20,0,20,0,0,2,2,0,0,1,0.816,12,10,69,16.056,2.314,0,2.314,0,0,0.231,0.231,0,0,0.116,0.094,1.388,1.157,7.982,2.222,0,2.222,0,0,0.222,0.222,0,0,0.111,0.091,1.333,1.111,7.667
2018-19,Ligue 1,Nantes,Emiliano Sala,3406,FWD,1381,19,88,24,112,12,2,4,0,0,0,23,1.432,25,26,367,7.711,5.735,1.564,7.299,0.782,0.13,0.261,0,0,0,1.499,0.093,1.629,1.694,23.917,4.632,1.263,5.895,0.632,0.105,0.211,0,0,0,1.211,0.075,1.316,1.368,19.316
2018-19,Ligue 1,Nantes,Enock Kwateng,3652,DEF,2029,30,65,3,68,0,1,6,4,0,0,19,3.223,37,34,247,16.65,2.883,0.133,3.016,0,0.044,0.266,0.177,0,0,0.843,0.143,1.641,1.508,10.956,2.167,0.1,2.267,0,0.033,0.2,0.133,0,0,0.633,0.107,1.233,1.133,8.233
2018-19,Ligue 1,Nantes,Fabio,1752,DEF,1294,20,30,1,31,0,2,1,3,1,0,15,2.859,26,29,141,16.575,2.087,0.07,2.156,0,0.139,0.07,0.209,0.07,0,1.043,0.199,1.808,2.017,9.807,1.5,0.05,1.55,0,0.1,0.05,0.15,0.05,0,0.75,0.143,1.3,1.45,7.05
2018-19,Ligue 1,Nantes,Imran Louza,7278,MID,90,1,1,0,1,0,0,0,1,0,0,0,0.568,0,1,9,12,1,0,1,0,0,0,1,0,0,0,0.568,0,1,9,1,0,1,0,0,0,1,0,0,0,0.568,0,1,9
2018-19,Ligue 1,Nantes,Kalifa Coulibaly,6232,FWD,1738,32,80,13,93,8,2,4,5,1,0,21,1.397,44,39,316,14.812,4.143,0.673,4.816,0.414,0.104,0.207,0.259,0.052,0,1.087,0.072,2.278,2.02,16.364,2.5,0.406,2.906,0.25,0.062,0.125,0.156,0.031,0,0.656,0.044,1.375,1.219,9.875
