season,league,team,player,player_id,fantasy_position,mins,matches,raw_score,bonus_score,full_score,goals,assists,clean_sheets,yellows,reds,own_goals,key_passes,xG_buildup,team_final_scored,team_final_conceded,raw_bonus,avg_bonus_rank,raw_score_p_90,bonus_score_p_90,full_score_p_90,goals_p_90,assists_p_90,clean_sheets_p_90,yellows_p_90,reds_p_90,own_goals_p_90,key_passes_p_90,xG_buildup_p_90,team_final_scored_p_90,team_final_conceded_p_90,raw_bonus_p_90,raw_score_p_match,bonus_score_p_match,full_score_p_match,goals_p_match,assists_p_match,clean_sheets_p_match,yellows_p_match,reds_p_match,own_goals_p_match,key_passes_p_match,xG_buildup_p_match,team_final_scored_p_match,team_final_conceded_p_match,raw_bonus_p_match
2015-16,Serie A,Atalanta,Roberto Gagliardini,1496,MID,82,1,2,0,2,0,0,0,0,0,0,1,0.08,2,1,8,12,2.195,0,2.195,0,0,0,0,0,0,1.098,0.088,2.195,1.098,8.78,2,0,2,0,0,0,0,0,0,1,0.08,2,1,8
2015-16,Serie A,Bologna,Adam Masina,1441,DEF,2625,33,91,9,100,2,3,8,8,1,0,21,3.981,29,38,333,13.894,3.12,0.309,3.429,0.069,0.103,0.274,0.274,0.034,0,0.72,0.136,0.994,1.303,11.417,2.758,0.273,3.03,0.061,0.091,0.242,0.242,0.03,0,0.636,0.121,0.879,1.152,10.091
2015-16,Serie A,Bologna,Alex Ferrari,1454,DEF,1250,21,33,1,34,0,0,3,6,0,0,3,2.416,15,20,127,18.429,2.376,0.072,2.448,0,0,0.216,0.432,0,0,0.216,0.174,1.08,1.44,9.144,1.571,0.048,1.619,0,0,0.143,0.286,0,0,0.143,0.115,0.714,0.952,6.048
2015-16,Serie A,Bologna,Amadou Diawara,1380,MID,2728,34,61,0,61,0,1,10,9,2,0,22,5.929,29,41,235,14.897,2.012,0,2.012,0,0.033,0.33,0.297,0.066,0,0.726,0.196,0.957,1.353,7.753,1.794,0,1.794,0,0.029,0.294,0.265,0.059,0,0.647,0.174,0.853,1.206,6.912
2015-16,Serie A,Bologna,Ângelo Da Costa,1437,GK,450,5,13,1,14,0,0,1,1,0,0,1,0.04,4,4,43,13.7,2.6,0.2,2.8,0,0,0.2,0.2,0,0,0.2,0.008,0.8,0.8,8.6,2.6,0.2,2.8,0,0,0.2,0.2,0,0,0.2,0.008,0.8,0.8,8.6
2015-16,Serie A,Bologna,Anthony Mounier,1451,FWD,1946,30,66,3,69,4,2,7,6,0,0,32,2.54,28,37,268,14.417,3.052,0.139,3.191,0.185,0.092,0.324,0.277,0,0,1.48,0.117,1.295,1.711,12.395,2.2,0.1,2.3,0.133,0.067,0.233,0.2,0,0,1.067,0.085,0.933,1.233,8.933
2015-16,Serie A,Bologna,Antonio Mirante,1609,GK,2970,33,96,21,117,0,0,12,2,0,0,1,2.426,29,41,348,13.985,2.909,0.636,3.545,0,0,0.364,0.061,0,0,0.03,0.074,0.879,1.242,10.545,2.909,0.636,3.545,0,0,0.364,0.061,0,0,0.03,0.074,0.879,1.242,10.545
2015-16,Serie A,Bologna,Archimede Morleo,1596,DEF,402,5,21,3,24,0,0,3,0,0,0,3,1.058,4,3,77,8.6,4.701,0.672,5.373,0,0,0.672,0,0,0,0.672,0.237,0.896,0.672,17.239,4.2,0.6,4.8,0,0,0.6,0,0,0,0.6,0.212,0.8,0.6,15.4
2015-16,Serie A,Bologna,Daniele Gastaldello,1579,DEF,2209,26,83,7,90,1,2,10,7,1,0,5,4.237,29,26,298,12.904,3.382,0.285,3.667,0.041,0.081,0.407,0.285,0.041,0,0.204,0.173,1.182,1.059,12.141,3.192,0.269,3.462,0.038,0.077,0.385,0.269,0.038,0,0.192,0.163,1.115,1,11.462
2015-16,Serie A,Bologna,Domenico Maietta,1439,DEF,1565,19,50,0,50,0,0,6,4,0,0,1,1.983,14,15,169,15.947,2.875,0,2.875,0,0,0.345,0.23,0,0,0.058,0.114,0.805,0.863,9.719,2.632,0,2.632,0,0,0.316,0.211,0,0,0.053,0.104,0.737,0.789,8.895
2015-16,Serie A,Bologna,Emanuele Giaccherini,1033,FWD,2190,28,73,14,87,7,0,11,7,0,0,41,2.417,23,30,315,11.839,3,0.575,3.575,0.288,0,0.452,0.288,0,0,1.685,0.099,0.945,1.233,12.945,2.607,0.5,3.107,0.25,0,0.393,0.25,0,0,1.464,0.086,0.821,1.071,11.25
2015-16,Serie A,Bologna,Emil Krafth,1545,DEF,141,4,9,3,12,0,0,1,0,0,0,2,0.165,3,2,31,17.375,5.745,1.915,7.66,0,0,0.638,0,0,0,1.277,0.105,1.915,1.277,19.787,2.25,0.75,3,0,0,0.25,0,0,0,0.5,0.041,0.75,0.5,7.75
2015-16,Serie A,Bologna,Erick Pulgar,1448,MID,618,11,16,0,16,0,0,1,2,0,0,2,0.469,10,15,51,19,2.33,0,2.33,0,0,0.146,0.291,0,0,0.291,0.068,1.456,2.184,7.427,1.455,0,1.455,0,0,0.091,0.182,0,0,0.182,0.043,0.909,1.364,4.636
2015-16,Serie A,Bologna,Filippo Falco,1979,FWD,204,9,9,0,9,0,0,0,1,0,0,3,0.265,6,13,32,22.278,3.971,0,3.971,0,0,0,0.441,0,0,1.324,0.117,2.647,5.735,14.118,1,0,1,0,0,0,0.111,0,0,0.333,0.029,0.667,1.444,3.556
2015-16,Serie A,Bologna,Franco Brienza,1611,MID,1667,29,75,2,77,3,3,6,1,0,0,40,2.392,21,31,273,12.983,4.049,0.108,4.157,0.162,0.162,0.324,0.054,0,0,2.16,0.129,1.134,1.674,14.739,2.586,0.069,2.655,0.103,0.103,0.207,0.034,0,0,1.379,0.082,0.724,1.069,9.414
2015-16,Serie A,Bologna,Godfred Donsah,1452,MID,1373,20,57,3,60,2,2,7,2,0,0,8,1.096,20,25,172,15.075,3.736,0.197,3.933,0.131,0.131,0.459,0.131,0,0,0.524,0.072,1.311,1.639,11.275,2.85,0.15,3,0.1,0.1,0.35,0.1,0,0,0.4,0.055,1,1.25,8.6
2015-16,Serie A,Bologna,Ibrahima Mbaye,1458,DEF,985,15,29,2,31,0,0,4,3,1,0,2,1.56,10,18,104,17.633,2.65,0.183,2.832,0,0,0.365,0.274,0.091,0,0.183,0.143,0.914,1.645,9.503,1.933,0.133,2.067,0,0,0.267,0.2,0.067,0,0.133,0.104,0.667,1.2,6.933
2015-16,Serie A,Bologna,Juan Zuñiga,1722,MID,443,9,15,1,16,0,1,0,0,0,0,3,0.169,6,13,49,18.444,3.047,0.203,3.251,0,0.203,0,0,0,0,0.609,0.034,1.219,2.641,9.955,1.667,0.111,1.778,0,0.111,0,0,0,0,0.333,0.019,0.667,1.444,5.444
2015-16,Serie A,Bologna,Kevin Constant,1915,DEF,280,7,11,2,13,0,0,1,0,0,0,4,0.351,3,8,41,18.714,3.536,0.643,4.179,0,0,0.321,0,0,0,1.286,0.113,0.964,2.571,13.179,1.571,0.286,1.857,0,0,0.143,0,0,0,0.571,0.05,0.429,1.143,5.857
2015-16,Serie A,Bologna,Lorenzo Crisetig,1356,MID,355,5,8,0,8,0,0,1,1,0,0,2,0.093,4,6,24,18,2.028,0,2.028,0,0,0.254,0.254,0,0,0.507,0.024,1.014,1.521,6.085,1.6,0,1.6,0,0,0.2,0.2,0,0,0.4,0.019,0.8,1.2,4.8
2015-16,Serie A,Bologna,Luca Rizzo,1457,FWD,1431,23,38,0,38,0,2,2,2,1,0,15,1.431,23,28,138,16.435,2.39,0,2.39,0,0.126,0.126,0.126,0.063,0,0.943,0.09,1.447,1.761,8.679,1.652,0,1.652,0,0.087,0.087,0.087,0.043,0,0.652,0.062,1,1.217,6
2015-16,Serie A,Bologna,Luca Rossettini,1180,DEF,2542,29,91,5,96,3,1,8,5,0,0,10,2.261,28,39,297,13.828,3.222,0.177,3.399,0.106,0.035,0.283,0.177,0,0,0.354,0.08,0.991,1.381,10.515,3.138,0.172,3.31,0.103,0.034,0.276,0.172,0,0,0.345,0.078,0.966,1.345,10.241
2015-16,Serie A,Bologna,Marco Crimi,1902,MID,47,1,1,0,1,0,0,0,0,0,0,0,0,1,2,3,22.5,1.915,0,1.915,0,0,0,0,0,0,0,0,1.915,3.83,5.745,1,0,1,0,0,0,0,0,0,0,0,1,2,3
2015-16,Serie A,Bologna,Marios Oikonomou,1453,DEF,1616,20,33,4,37,0,1,3,5,1,0,2,1.991,21,30,123,19.025,1.838,0.223,2.061,0,0.056,0.167,0.278,0.056,0,0.111,0.111,1.17,1.671,6.85,1.65,0.2,1.85,0,0.05,0.15,0.25,0.05,0,0.1,0.1,1.05,1.5,6.15
2015-16,Serie A,Bologna,Matteo Brighi,1913,MID,1451,23,39,0,39,0,0,4,3,0,0,12,2.122,22,28,137,16.065,2.419,0,2.419,0,0,0.248,0.186,0,0,0.744,0.132,1.365,1.737,8.498,1.696,0,1.696,0,0,0.174,0.13,0,0,0.522,0.092,0.957,1.217,5.957
2015-16,Serie A,Bologna,Matteo Mancosu,1981,FWD,317,9,16,2,18,1,0,0,0,0,0,4,0.18,7,14,58,18.167,4.543,0.568,5.11,0.284,0,0,0,0,0,1.136,0.051,1.987,3.975,16.467,1.778,0.222,2,0.111,0,0,0,0,0,0.444,0.02,0.778,1.556,6.444
2015-16,Serie A,Bologna,Mattia Destro,1580,FWD,2141,27,83,11,94,8,3,10,9,0,0,12,1.535,30,30,318,14.093,3.489,0.462,3.951,0.336,0.126,0.42,0.378,0,0,0.504,0.065,1.261,1.261,13.368,3.074,0.407,3.481,0.296,0.111,0.37,0.333,0,0,0.444,0.057,1.111,1.111,11.778
2015-16,Serie A,Bologna,Robert Acquafresca,1917,FWD,203,6,8,0,8,0,0,0,0,0,0,1,0,1,15,25,20,3.547,0,3.547,0,0,0,0,0,0,0.443,0,0.443,6.65,11.084,1.333,0,1.333,0,0,0,0,0,0,0.167,0,0.167,2.5,4.167
2015-16,Serie A,Bologna,Saphir Taïder,1442,MID,2113,29,61,0,61,0,1,10,4,0,0,20,5.072,28,33,225,14.31,2.598,0,2.598,0,0.043,0.426,0.17,0,0,0.852,0.216,1.193,1.406,9.584,2.103,0,2.103,0,0.034,0.345,0.138,0,0,0.69,0.175,0.966,1.138,7.759
2015-16,Serie A,Bologna,Sergio Floccari,1446,FWD,1110,18,40,2,42,2,1,4,0,0,0,12,0.804,13,20,149,15.167,3.243,0.162,3.405,0.162,0.081,0.324,0,0,0,0.973,0.065,1.054,1.622,12.081,2.222,0.111,2.333,0.111,0.056,0.222,0,0,0,0.667,0.045,0.722,1.111,8.278
2015-16,Serie A,Carpi,Andrea Lazzari,2027,MID,336,8,16,1,17,1,0,1,1,0,0,16,0.3,8,19,65,16.875,4.286,0.268,4.554,0.268,0,0.268,0.268,0,0,4.286,0.08,2.143,5.089,17.411,2,0.125,2.125,0.125,0,0.125,0.125,0,0,2,0.038,1,2.375,8.125
2015-16,Serie A,Carpi,Antonio Di Gaudio,1905,MID,1511,29,68,7,75,3,3,3,2,0,0,15,1.058,32,46,224,15.638,4.05,0.417,4.467,0.179,0.179,0.179,0.119,0,0,0.893,0.063,1.906,2.74,13.342,2.345,0.241,2.586,0.103,0.103,0.103,0.069,0,0,0.517,0.036,1.103,1.586,7.724
2015-16,Serie A,Carpi,Cristian Zaccardo,1895,DEF,2405,27,75,3,78,1,0,7,4,0,0,7,1.962,21,34,248,13.815,2.807,0.112,2.919,0.037,0,0.262,0.15,0,0,0.262,0.073,0.786,1.272,9.281,2.778,0.111,2.889,0.037,0,0.259,0.148,0,0,0.259,0.073,0.778,1.259,9.185
2015-16,Serie A,Carpi,Emanuele Suagher,1897,DEF,721,9,10,0,10,0,0,1,8,0,0,1,0.278,9,12,33,21.889,1.248,0,1.248,0,0,0.125,0.999,0,0,0.125,0.035,1.123,1.498,4.119,1.111,0,1.111,0,0,0.111,0.889,0,0,0.111,0.031,1,1.333,3.667
2015-16,Serie A,Carpi,Fabrizio Poli,1994,DEF,853,10,20,0,20,0,0,2,5,0,0,2,0.54,12,13,66,18.75,2.11,0,2.11,0,0,0.211,0.528,0,0,0.211,0.057,1.266,1.372,6.964,2,0,2,0,0,0.2,0.5,0,0,0.2,0.054,1.2,1.3,6.6
2015-16,Serie A,Carpi,Filippo Porcari,1904,MID,181,4,4,0,4,0,0,0,1,0,0,4,0.314,5,11,19,16.25,1.989,0,1.989,0,0,0,0.497,0,0,1.989,0.156,2.486,5.47,9.448,1,0,1,0,0,0,0.25,0,0,1,0.078,1.25,2.75,4.75
2015-16,Serie A,Carpi,Francesco Benussi,2056,GK,298,4,10,1,11,0,0,1,0,0,0,0,0.021,2,3,33,16.875,3.02,0.302,3.322,0,0,0.302,0,0,0,0,0.006,0.604,0.906,9.966,2.5,0.25,2.75,0,0,0.25,0,0,0,0,0.005,0.5,0.75,8.25
2015-16,Serie A,Carpi,Gabriel Silva,1920,DEF,1279,16,28,0,28,0,2,2,4,0,0,11,0.884,13,32,109,16.688,1.97,0,1.97,0,0.141,0.141,0.281,0,0,0.774,0.062,0.915,2.252,7.67,1.75,0,1.75,0,0.125,0.125,0.25,0,0,0.688,0.055,0.812,2,6.812
2015-16,Serie A,Carpi,Gaetano Letizia,1972,DEF,2893,35,81,4,85,1,0,7,5,0,0,33,6.651,35,54,337,12.657,2.52,0.124,2.644,0.031,0,0.218,0.156,0,0,1.027,0.207,1.089,1.68,10.484,2.314,0.114,2.429,0.029,0,0.2,0.143,0,0,0.943,0.19,1,1.543,9.629
2015-16,Serie A,Carpi,Igor Bubnjić,2054,DEF,723,9,14,0,14,0,0,1,1,0,0,1,0.549,8,16,48,18.611,1.743,0,1.743,0,0,0.124,0.124,0,0,0.124,0.068,0.996,1.992,5.975,1.556,0,1.556,0,0,0.111,0.111,0,0,0.111,0.061,0.889,1.778,5.333
2015-16,Serie A,Carpi,Isaac Cofie,1112,MID,2163,29,52,0,52,0,1,5,7,0,0,13,3.548,28,42,188,15.948,2.164,0,2.164,0,0.042,0.208,0.291,0,0,0.541,0.148,1.165,1.748,7.822,1.793,0,1.793,0,0.034,0.172,0.241,0,0,0.448,0.122,0.966,1.448,6.483
2015-16,Serie A,Carpi,Jerry Mbakogu,1907,FWD,1706,24,56,4,60,2,2,5,2,0,0,25,1.821,24,27,216,13.083,2.954,0.211,3.165,0.106,0.106,0.264,0.106,0,0,1.319,0.096,1.266,1.424,11.395,2.333,0.167,2.5,0.083,0.083,0.208,0.083,0,0,1.042,0.076,1,1.125,9
2015-16,Serie A,Carpi,Jonathan de Guzmán,1350,MID,105,5,10,1,11,1,0,0,0,0,0,1,0.09,4,6,33,19.4,8.571,0.857,9.429,0.857,0,0,0,0,0,0.857,0.077,3.429,5.143,28.286,2,0.2,2.2,0.2,0,0,0,0,0,0.2,0.018,0.8,1.2,6.6
2015-16,Serie A,Carpi,Kamil Wilczek,2049,FWD,116,3,4,0,4,0,0,0,0,0,0,1,0.128,3,7,14,17.833,3.103,0,3.103,0,0,0,0,0,0,0.776,0.099,2.328,5.431,10.862,1.333,0,1.333,0,0,0,0,0,0,0.333,0.043,1,2.333,4.667
2015-16,Serie A,Carpi,Kevin Lasagna,1903,FWD,1441,36,69,7,76,5,2,2,1,0,0,23,0.697,35,54,264,16.167,4.31,0.437,4.747,0.312,0.125,0.125,0.062,0,0,1.437,0.044,2.186,3.373,16.489,1.917,0.194,2.111,0.139,0.056,0.056,0.028,0,0,0.639,0.019,0.972,1.5,7.333
2015-16,Serie A,Carpi,Lorenzo Lollo,1973,MID,2103,27,56,5,61,3,1,5,10,2,0,15,4.099,27,33,212,15.5,2.397,0.214,2.611,0.128,0.043,0.214,0.428,0.086,0,0.642,0.175,1.155,1.412,9.073,2.074,0.185,2.259,0.111,0.037,0.185,0.37,0.074,0,0.556,0.152,1,1.222,7.852
2015-16,Serie A,Carpi,Lorenzo Pasciuti,1899,MID,1556,21,52,8,60,2,3,3,4,1,0,26,3.312,23,25,209,13.762,3.008,0.463,3.47,0.116,0.174,0.174,0.231,0.058,0,1.504,0.192,1.33,1.446,12.089,2.476,0.381,2.857,0.095,0.143,0.143,0.19,0.048,0,1.238,0.158,1.095,1.19,9.952
2015-16,Serie A,Carpi,Luca Marrone,1643,MID,732,9,21,1,22,1,0,2,4,0,0,7,0.839,8,17,73,13.111,2.582,0.123,2.705,0.123,0,0.246,0.492,0,0,0.861,0.103,0.984,2.09,8.975,2.333,0.111,2.444,0.111,0,0.222,0.444,0,0,0.778,0.093,0.889,1.889,8.111
2015-16,Serie A,Carpi,Marco Borriello,1405,FWD,750,12,40,6,46,4,3,1,1,1,0,12,0.321,11,23,156,10.542,4.8,0.72,5.52,0.48,0.36,0.12,0.12,0.12,0,1.44,0.039,1.32,2.76,18.72,3.333,0.5,3.833,0.333,0.25,0.083,0.083,0.083,0,1,0.027,0.917,1.917,13
2015-16,Serie A,Carpi,Marco Crimi,1902,MID,954,19,22,1,23,0,1,2,9,0,0,9,0.983,20,20,78,20.526,2.075,0.094,2.17,0,0.094,0.189,0.849,0,0,0.849,0.093,1.887,1.887,7.358,1.158,0.053,1.211,0,0.053,0.105,0.474,0,0,0.474,0.052,1.053,1.053,4.105
2015-16,Serie A,Carpi,Matteo Fedele,1906,MID,570,8,12,0,12,0,0,1,2,0,0,8,0.861,7,16,49,16.25,1.895,0,1.895,0,0,0.158,0.316,0,0,1.263,0.136,1.105,2.526,7.737,1.5,0,1.5,0,0,0.125,0.25,0,0,1,0.108,0.875,2,6.125
2015-16,Serie A,Carpi,Matteo Mancosu,1981,FWD,584,12,20,1,21,1,0,1,2,0,0,6,0.17,11,14,72,17.5,3.082,0.154,3.236,0.154,0,0.154,0.308,0,0,0.925,0.026,1.695,2.158,11.096,1.667,0.083,1.75,0.083,0,0.083,0.167,0,0,0.5,0.014,0.917,1.167,6
2015-16,Serie A,Carpi,Nicolás Spolli,1342,DEF,328,4,1,0,1,0,0,0,2,0,0,1,0.018,4,9,4,25.375,0.274,0,0.274,0,0,0,0.549,0,0,0.274,0.005,1.098,2.47,1.098,0.25,0,0.25,0,0,0,0.5,0,0,0.25,0.004,1,2.25,1
2015-16,Serie A,Carpi,Raffaele Bianco,1900,MID,1870,26,56,2,58,1,3,4,5,1,0,19,2.893,31,37,203,12.962,2.695,0.096,2.791,0.048,0.144,0.193,0.241,0.048,0,0.914,0.139,1.492,1.781,9.77,2.154,0.077,2.231,0.038,0.115,0.154,0.192,0.038,0,0.731,0.111,1.192,1.423,7.808
2015-16,Serie A,Carpi,Raphael Martinho,1901,MID,693,11,15,0,15,0,0,1,3,0,0,5,0.89,8,11,56,18.364,1.948,0,1.948,0,0,0.13,0.39,0,0,0.649,0.116,1.039,1.429,7.273,1.364,0,1.364,0,0,0.091,0.273,0,0,0.455,0.081,0.727,1,5.091
2015-16,Serie A,Carpi,Riccardo Gagliolo,1896,DEF,2633,31,56,0,56,1,0,5,11,1,0,13,2.904,35,52,204,16.323,1.914,0,1.914,0.034,0,0.171,0.376,0.034,0,0.444,0.099,1.196,1.777,6.973,1.806,0,1.806,0.032,0,0.161,0.355,0.032,0,0.419,0.094,1.129,1.677,6.581
2015-16,Serie A,Carpi,Ryder Matos,1153,MID,1208,15,42,2,44,2,1,2,1,0,0,18,0.68,13,30,146,11.567,3.129,0.149,3.278,0.149,0.075,0.149,0.075,0,0,1.341,0.051,0.969,2.235,10.877,2.8,0.133,2.933,0.133,0.067,0.133,0.067,0,0,1.2,0.045,0.867,2,9.733
2015-16,Serie A,Carpi,Simone Colombi,1894,GK,90,1,2,0,2,0,0,0,0,0,0,0,0.134,2,1,7,11.5,2,0,2,0,0,0,0,0,0,0,0.134,2,1,7,2,0,2,0,0,0,0,0,0,0,0.134,2,1,7
2015-16,Serie A,Carpi,Simone Romagnoli,1971,DEF,2639,30,76,2,78,0,0,8,5,0,0,5,1.861,26,39,250,14.867,2.592,0.068,2.66,0,0,0.273,0.171,0,0,0.171,0.063,0.887,1.33,8.526,2.533,0.067,2.6,0,0,0.267,0.167,0,0,0.167,0.062,0.867,1.3,8.333
2015-16,Serie A,Carpi,Simone Verdi,1445,MID,270,8,24,5,29,3,0,0,1,0,0,5,0.185,6,14,82,16.062,8,1.667,9.667,1,0,0,0.333,0,0,1.667,0.062,2,4.667,27.333,3,0.625,3.625,0.375,0,0,0.125,0,0,0.625,0.023,0.75,1.75,10.25
2015-16,Serie A,Carpi,Stefano Sabelli,1898,DEF,556,7,24,0,24,1,0,2,1,0,0,5,0.336,7,8,76,12.429,3.885,0,3.885,0.162,0,0.324,0.162,0,0,0.809,0.054,1.133,1.295,12.302,3.429,0,3.429,0.143,0,0.286,0.143,0,0,0.714,0.048,1,1.143,10.857
2015-16,Serie A,Carpi,Vid Belec,1908,GK,2700,30,72,11,83,0,0,6,1,0,0,0,1.043,29,41,244,15.083,2.4,0.367,2.767,0,0,0.2,0.033,0,0,0,0.035,0.967,1.367,8.133,2.4,0.367,2.767,0,0,0.2,0.033,0,0,0,0.035,0.967,1.367,8.133
2015-16,Serie A,Carpi,Wallace Oliveira,2055,DEF,156,6,3,0,3,0,1,0,1,0,0,4,0.204,6,15,18,21.833,1.731,0,1.731,0,0.577,0,0.577,0,0,2.308,0.118,3.462,8.654,10.385,0.5,0,0.5,0,0.167,0,0.167,0,0,0.667,0.034,1,2.5,3
2015-16,Serie A,Carpi,Zeljko Brkić,1974,GK,332,4,3,0,3,0,0,0,0,0,0,0,0.282,4,12,12,22,0.813,0,0.813,0,0,0,0,0,0,0,0.076,1.084,3.253,3.253,0.75,0,0.75,0,0,0,0,0,0,0,0.07,1,3,3
2015-16,Serie A,Chievo,Albano Bizzarri,1160,GK,3150,35,101,12,113,0,0,11,2,0,0,0,0.958,41,43,345,13.929,2.886,0.343,3.229,0,0,0.314,0.057,0,0,0,0.027,1.171,1.229,9.857,2.886,0.343,3.229,0,0,0.314,0.057,0,0,0,0.027,1.171,1.229,9.857
2015-16,Serie A,Chievo,Alberto Paloschi,716,FWD,1676,21,77,17,94,8,2,5,1,0,0,13,0.755,27,26,296,10.19,4.135,0.913,5.048,0.43,0.107,0.268,0.054,0,0,0.698,0.041,1.45,1.396,15.895,3.667,0.81,4.476,0.381,0.095,0.238,0.048,0,0,0.619,0.036,1.286,1.238,14.095
2015-16,Serie A,Chievo,Alessandro Gamberini,1330,DEF,1816,22,64,3,67,0,1,7,1,0,1,3,1.301,24,24,210,15.273,3.172,0.149,3.32,0,0.05,0.347,0.05,0,0.05,0.149,0.064,1.189,1.189,10.407,2.909,0.136,3.045,0,0.045,0.318,0.045,0,0.045,0.136,0.059,1.091,1.091,9.545
2015-16,Serie A,Chievo,Andrea Seculin,1345,GK,270,3,10,1,11,0,0,1,0,0,0,0,0.021,2,2,33,10,3.333,0.333,3.667,0,0,0.333,0,0,0,0,0.007,0.667,0.667,11,3.333,0.333,3.667,0,0,0.333,0,0,0,0,0.007,0.667,0.667,11
2015-16,Serie A,Chievo,Antonio Floro Flores,1338,FWD,652,14,21,1,22,1,0,2,2,0,0,5,1.706,15,14,83,20.179,2.899,0.138,3.037,0.138,0,0.276,0.276,0,0,0.69,0.235,2.071,1.933,11.457,1.5,0.071,1.571,0.071,0,0.143,0.143,0,0,0.357,0.122,1.071,1,5.929
2015-16,Serie A,Chievo,Bostjan Cesar,1572,DEF,2718,31,83,2,85,1,0,9,9,1,0,4,1.616,39,37,265,14.629,2.748,0.066,2.815,0.033,0,0.298,0.298,0.033,0,0.132,0.054,1.291,1.225,8.775,2.677,0.065,2.742,0.032,0,0.29,0.29,0.032,0,0.129,0.052,1.258,1.194,8.548
2015-16,Serie A,Chievo,Dario Dainelli,1331,DEF,1379,18,49,0,49,1,0,6,5,0,0,3,0.931,17,23,153,15.5,3.198,0,3.198,0.065,0,0.392,0.326,0,0,0.196,0.061,1.109,1.501,9.985,2.722,0,2.722,0.056,0,0.333,0.278,0,0,0.167,0.052,0.944,1.278,8.5
2015-16,Serie A,Chievo,Fabrizio Cacciatore,1329,DEF,2302,29,98,12,110,1,3,11,6,0,0,27,4.399,28,32,367,11.241,3.831,0.469,4.301,0.039,0.117,0.43,0.235,0,0,1.056,0.172,1.095,1.251,14.348,3.379,0.414,3.793,0.034,0.103,0.379,0.207,0,0,0.931,0.152,0.966,1.103,12.655
2015-16,Serie A,Chievo,Federico Mattiello,1546,DEF,90,1,4,0,4,0,1,0,0,0,0,4,0.125,2,3,20,6,4,0,4,0,1,0,0,0,0,4,0.125,2,3,20,4,0,4,0,1,0,0,0,0,4,0.125,2,3,20
2015-16,Serie A,Chievo,Gennaro Sardo,1346,DEF,329,6,6,0,6,1,0,0,3,0,0,4,0.509,7,13,23,22.75,1.641,0,1.641,0.274,0,0,0.821,0,0,1.094,0.139,1.915,3.556,6.292,1,0,1,0.167,0,0,0.5,0,0,0.667,0.085,1.167,2.167,3.833
2015-16,Serie A,Chievo,Giampiero Pinzi,1911,MID,986,18,22,0,22,0,0,2,7,0,0,7,1.814,20,24,85,19.278,2.008,0,2.008,0,0,0.183,0.639,0,0,0.639,0.166,1.826,2.191,7.759,1.222,0,1.222,0,0,0.111,0.389,0,0,0.389,0.101,1.111,1.333,4.722
2015-16,Serie A,Chievo,Ivan Radovanović,1341,MID,2076,26,49,0,49,0,0,9,9,0,0,9,3.322,25,30,163,15.346,2.124,0,2.124,0,0,0.39,0.39,0,0,0.39,0.144,1.084,1.301,7.066,1.885,0,1.885,0,0,0.346,0.346,0,0,0.346,0.128,0.962,1.154,6.269
2015-16,Serie A,Chievo,Lucas Castro,1333,MID,2791,34,81,6,87,3,1,8,9,0,0,30,4.985,39,44,302,12.941,2.612,0.193,2.805,0.097,0.032,0.258,0.29,0,0,0.967,0.161,1.258,1.419,9.738,2.382,0.176,2.559,0.088,0.029,0.235,0.265,0,0,0.882,0.147,1.147,1.294,8.882
2015-16,Serie A,Chievo,Massimo Gobbi,1332,DEF,2782,34,88,10,98,0,1,9,7,0,0,17,6.266,38,36,344,12.441,2.847,0.324,3.17,0,0.032,0.291,0.226,0,0,0.55,0.203,1.229,1.165,11.129,2.588,0.294,2.882,0,0.029,0.265,0.206,0,0,0.5,0.184,1.118,1.059,10.118
2015-16,Serie A,Chievo,Nicola Rigoni,1335,MID,1987,28,67,0,67,3,1,6,7,0,0,8,3.296,35,33,226,15.911,3.035,0,3.035,0.136,0.045,0.272,0.317,0,0,0.362,0.149,1.585,1.495,10.237,2.393,0,2.393,0.107,0.036,0.214,0.25,0,0,0.286,0.118,1.25,1.179,8.071
2015-16,Serie A,Chievo,Nicolas Frey,1344,DEF,1486,19,33,0,33,0,0,3,3,0,1,3,0.901,25,29,111,16.974,1.999,0,1.999,0,0,0.182,0.182,0,0.061,0.182,0.055,1.514,1.756,6.723,1.737,0,1.737,0,0,0.158,0.158,0,0.053,0.158,0.047,1.316,1.526,5.842
2015-16,Serie A,Chievo,Nicolás Spolli,1342,DEF,766,10,19,0,19,0,0,2,3,1,0,0,0.223,13,9,59,17.55,2.232,0,2.232,0,0,0.235,0.352,0.117,0,0,0.026,1.527,1.057,6.932,1.9,0,1.9,0,0,0.2,0.3,0.1,0,0,0.022,1.3,0.9,5.9
2015-16,Serie A,Chievo,Paul-José M'Poku,1912,FWD,744,20,23,0,23,0,0,2,3,0,0,17,1.206,21,25,92,19.2,2.782,0,2.782,0,0,0.242,0.363,0,0,2.056,0.146,2.54,3.024,11.129,1.15,0,1.15,0,0,0.1,0.15,0,0,0.85,0.06,1.05,1.25,4.6
2015-16,Serie A,Chievo,Perparim Hetemaj,1334,MID,2263,28,61,2,63,1,0,10,7,0,0,20,3.489,34,27,207,14.804,2.426,0.08,2.506,0.04,0,0.398,0.278,0,0,0.795,0.139,1.352,1.074,8.232,2.179,0.071,2.25,0.036,0,0.357,0.25,0,0,0.714,0.125,1.214,0.964,7.393
